vid	9847111112
speed	.00002
76.94938375	8.50900578
76.94960765	8.50879038
76.94973519	8.50871102
76.94991941	8.50861182
76.95006679	8.50856364
76.95016315	8.50855231
76.9503332	8.50857214
76.95055711	8.50865434
76.95079518	8.50881022
76.95093122	8.50886407
76.95120047	8.50886407
76.95145271	8.5088499
76.95196853	8.50877621
76.95237382	8.50869968
76.95290948	8.50864867
76.95322691	8.50860049
76.95353584	8.50850129
76.95413102	8.5083114
76.95433508	8.50822354
76.95476871	8.50808466
76.95498127	8.50807616
76.95512582	8.50808466
76.95541774	8.5081952
76.95577768	8.50840209
76.95604126	8.50863733
76.95648056	8.5089746
76.95678665	8.50913048
76.95699922	8.50922259
76.95717494	8.50928778
76.95776161	8.50945499
76.95827744	8.50958962
76.95888112	8.50976534
76.95954148	8.50996798
76.96005164	8.51011253
76.96033506	8.51019755
76.96061564	8.51032367
76.96078002	8.51042854
76.96131002	8.51081824
76.96156509	8.51097837
76.96195338	8.51122495
76.9622453	8.51139358
76.96229065	8.51159197
76.96231332	8.51193633
76.96221696	8.51230052
76.9621206	8.51264771
76.96194771	8.51304591
76.96183718	8.51336476
76.9616983	8.51374312
76.9615821	8.5140648
76.96150558	8.51429295
76.96140638	8.514446
76.96118531	8.51478469
76.96097842	8.51514038
76.96076302	8.51548473
76.96068366	8.51570721
76.96065815	8.51588293
76.96064115	8.51618336
76.96064965	8.51651779
76.96064682	8.51685931
76.96066382	8.51722917
76.96067516	8.5175792
76.96068083	8.51793772
76.96069783	8.51827357
76.96070917	8.5186236
76.960712	8.51897645
76.96073184	8.51933781
76.96074601	8.519685
76.96075168	8.52003219
76.96076302	8.52039355
76.96076869	8.5207379
76.96077152	8.52108792
76.96079703	8.52142661
76.9608112	8.5217823
76.960695	8.52210114
76.96057313	8.52238315
76.9605788	8.52254895
76.96064965	8.5227275
76.96071484	8.5228437
76.96077436	8.52309169
76.9608112	8.52342471
76.96086222	8.52380591
76.96092457	8.52413609
76.96106911	8.52450312
76.96118531	8.52486731
76.96119382	8.52521167
76.96109462	8.5255872
76.96095008	8.52595989
76.96076019	8.52634959
76.96061848	8.52667127
76.96041158	8.52701563
76.96027554	8.52735715
76.96022169	8.5276845
76.96022452	8.527693
76.96024153	8.52804302
76.96032089	8.52843272
76.96043992	8.52877141
76.96056463	8.52912993
76.960712	8.52947145
76.96092457	8.52981297
76.96109745	8.53009214
76.96123349	8.5304705
76.96129868	8.53082619
76.96142905	8.53118472
76.96155659	8.53144972
76.96170397	8.53168637
76.96193637	8.53198538
