vid	9847111111
speed	.00002
76.94736303	8.48026345
76.94736816	8.48076644
76.94737329	8.48086396
76.94738356	8.4813028
76.94739382	8.48153377
76.94743489	8.48189562
76.94751187	8.48228698
76.94753241	8.48264755
76.94755037	8.48298245
76.9475863	8.48327886
76.947594	8.4835958
76.94761966	8.4839153
76.94764019	8.4842579
76.94766329	8.48457228
76.94769922	8.48478913
76.94772744	8.485142
76.94775054	8.48547947
76.9477839	8.48587596
76.94779674	8.4862083
76.94780187	8.4865355
76.94776594	8.48684731
76.94772231	8.48715655
76.94767868	8.48747092
76.94761709	8.48780839
76.94758886	8.48811506
76.94749134	8.48841917
76.94741179	8.48874381
76.94737329	8.48906845
76.94730914	8.48939565
76.94726038	8.48971002
76.94723728	8.49000643
76.94721162	8.49033107
76.94717569	8.49065314
76.94716029	8.49097521
76.94715772	8.49127932
76.94721162	8.49160139
76.94728091	8.49189523
76.94737073	8.49219677
76.94746312	8.49252141
76.94754524	8.49281525
76.94762223	8.49313989
76.94769665	8.49347223
76.94776594	8.49378917
76.94782496	8.49409328
76.94788912	8.49442561
76.94794301	8.49475025
76.94799177	8.49505692
76.94806876	8.49539696
76.94813036	8.49570363
76.94820734	8.49601031
76.9482792	8.49635291
76.94835106	8.49667755
76.94839468	8.49696112
76.94844088	8.49724983
76.94848964	8.49757704
76.94854096	8.49794787
76.94858716	8.49825967
76.94860769	8.49851246
76.94868981	8.49852015
76.94901316	8.49851759
76.94907732	8.49851502
76.94933139	8.49848936
76.94950333	8.49846626
76.94962651	8.49844573
76.94979589	8.49840467
76.94989341	8.49837901
76.95004995	8.49829689
76.95018597	8.49819937
